[150, 897, 1379, 133, 998, 1145, 138, 1148, 808, 174, 798, 532, 110, 2000, 479, 411, 977, 1222, 99, 1112, 1161, 174, 0, 2000, 462, 1456, 736, 109, 0, 643, 157, 966, 807, 93, 1049, 1194, 253, 997, 1285, 162, 971, 969, 962, 978, 1014, 1000]
[168, 955, 1379, 189, 976, 1073, 64, 1021, 834, 927, 1054, 525, 110, 2000, 467, 363, 997, 1179, 99, 1101, 1157, 174, 0, 2781, 424, 1414, 743, 206, 1839, 657, 119, 997, 815, 123, 945, 1178, 234, 995, 1316, 174, 962, 1000, 1000, 1000, 1000, 1031]
[137, 955, 1715, 189, 949, 1054, 103, 998, 816, 212, 958, 521, 52, 2570, 475, 357, 1011, 154, 69, 1110, 117, 128, 0, 2000, 492, 1449, 694, 178, 0, 698, 187, 997, 757, 123, 970, 1146, 873, 997, 1328, 138, 1024, 1000, 1000, 986, 1000, 1000]
[123, 925, 1425, 189, 996, 1110, 91, 963, 773, 152, 995, 514, 110, 2570, 1269, 383, 953, 1229, 101, 1082, 1187, 145, 1180, 2000, 445, 1507, 706, 1206, 0, 720, 149, 997, 820, 134, 953, 1151, 229, 964, 1355, 1330, 1028, 1000, 1000, 1000, 946, 985]
[141, 955, 1379, 891, 1045, 1127, 139, 998, 767, 212, 1018, 513, 110, 2000, 1475, 411, 449, 1199, 99, 1076, 1667, 128, 0, 2000, 416, 1481, 720, 163, 0, 705, 210, 981, 824, 167, 998, 1151, 1663, 958, 1364, 114, 1000, 1000, 1059, 957, 1035, 1026]
[138, 914, 1432, 205, 958, 1102, 72, 713, 830, 212, 533, 485, 87, 2000, 509, 370, 997, 1188, 48, 1088, 1128, 119, -738, 2000, 905, 1244, 706, 144, -423, 698, 157, 732, 775, 134, 998, 1151, 279, 1017, 1316, 123, 1000, 1024, 1000, 1016, 1042, 1000]
[185, 921, 1356, 196, 944, 1061, 150, 1008, 800, 269, 1003, 552, 125, 1115, 500, 385, 997, 1517, 99, 1076, 1107, 130, 0, 1041, 1813, 1449, 706, 202, -423, 727, 581, 997, 807, 123, 958, 1151, 220, 1003, 1293, 209, 1048, 1000, 1000, 1000, 1000, 1000]
[1203, 975, 1379, 189, 1134, 1082, 142, 971, 859, 212, 997, 518, 110, 2000, 1136, 379, 1049, 1174, 51, 1100, 1112, 128, 0, 2000, 454, 1409, 706, 151, 0, 1810, 118, 946, 807, 78, 1047, 1151, 166, 1038, 1342, 206, 1000, 808, 1000, 1033, 1000, 1000]
[133, 973, 1322, 198, 977, 1148, 144, 1036, 808, 212, 1015, 514, 85, 2000, 475, 437, 997, 1213, 99, 1110, 1179, 128, 0, 2000, 445, 1399, 655, 163, 0, 724, 122, 1002, 822, 69, 966, 1120, 223, 961, 1367, 167, 981, 1000, 1061, 1021, 1097, 1962]
[151, 971, 1419, 179, 989, 1105, 103, 956, 748, 244, 967, 495, 565, 2570, 475, 451, 1019, 1204, 43, 662, 453, 128, -738, 2781, 388, 1449, 646, 147, -423, 733, 157, 997, 858, 123, 971, 1153, 220, 1012, 1327, 142, 1052, 958, 13, 1053, 1769, 1000]
[84, 955, 1394, 131, 998, 1110, 162, 998, 838, 212, 997, 514, 99, 1148, 933, 1969, 959, 1204, 1741, 1029, 1143, 128, -738, 2000, 500, 1960, 706, 139, 0, 698, 173, 974, 760, 1006, 1027, 1691, 191, 1046, 1327, 144, 980, 1034, 977, 1012, 1000, 1004]
[77, 955, 720, 141, 362, 1110, 46, 1025, 749, 212, 952, 514, 110, 2570, 497, 416, 1390, 1204, 53, 1025, 1157, 169, 0, 2781, 428, 1507, 675, 173, -423, 746, 136, 959, 856, 153, 965, 695, 260, 969, 1331, 125, 1047, 956, 995, 984, 845, 1000]
[162, 929, 1397, 189, 1054, 1142, 59, 982, 817, 242, 324, 565, 110, 2000, 475, 433, 954, 1239, 1829, 1008, 1208, 91, -738, 2000, 445, 1448, 741, 107, 0, 726, 157, 945, 1044, 150, 998, 1151, 225, 1055, 1327, 136, 955, 986, 1005, 1004, 1000, 1000]
